ID,Product Name,Product Description,Price,Availability,Color,Img Path,Product Link
EEB23244,Narrow Culottes,Yarn Dyed | Cotton Polyester Broshia Jacquard,1990,In Stock,RED,images\EEB23244,https://pk.khaadi.com/narrow-culottes-eeb23244-1001771008.html
ESB23222,Narrow Culottes,Yarn Dyed Embroidered | Cotton Polyester Broshia Jacquard,2690,In Stock,GREEN,images\ESB23222,https://pk.khaadi.com/narrow-culottes-esb23222-1001774854.html
EST23176,Classic Kurta,Dyed Embroidered | Cambric,6990,In Stock,PURPLE,images\EST23176,https://pk.khaadi.com/classic-kurta-est23176-1001758597.html
EST23232,Classic Kurta,Yarn Dyed Embroidered | Cotton Polyester Broshia Jacquard,6490,In Stock,GREEN,images\EST23232,https://pk.khaadi.com/classic-kurta-est23232-1001774907.html
EET23347,Kali Kurta,Dyed Embroidered | Dobby,3490,In Stock,BLUE,images\EET23347,https://pk.khaadi.com/kali-kurta-eet23347-1001773664.html
EET23349T,Kali Kurta,Dyed | Dobby,2990,In Stock,OFF-WHITE,images\EET23349T,https://pk.khaadi.com/kali-kurta-eet23349t-1001773669.html
EET23348T,Classic Kameez,Dyed | Dobby,2990,In Stock,PINK,images\EET23348T,https://pk.khaadi.com/classic-kameez-eet23348t-1001773667.html
EET23339,Contemporary Kameez,Printed | Cambric,2690,In Stock,BLUE,images\EET23339,https://pk.khaadi.com/contemporary-kameez-eet23339-1001772448.html
EET23336,Classic Kameez,Printed | Cotton Viscose,2990,In Stock,MULTI,images\EET23336,https://pk.khaadi.com/classic-kameez-eet23336-1001776230.html
EET23338,Classic Kameez,Printed | Cotton Viscose,2990,In Stock,RED,images\EET23338,https://pk.khaadi.com/classic-kameez-eet23338-1001775972.html
EET23346T,Classic Kurta,Dyed | Dobby,2990,In Stock,YELLOW,images\EET23346T,https://pk.khaadi.com/classic-kurta-eet23346t-1001773158.html
EET231186,Kali Kurta,Printed | Cambric,2190,In Stock,MULTI,images\EET231186,https://pk.khaadi.com/kali-kurta-eet231186-1001760830.html
EET23345,Classic Kurta,Printed | Cambric,2990,In Stock,MULTI,images\EET23345,https://pk.khaadi.com/classic-kurta-eet23345-1001772443.html
EET23346,Kali Kurta,Dyed Embroidered | Dobby,3490,In Stock,YELLOW,images\EET23346,https://pk.khaadi.com/kali-kurta-eet23346-1001773663.html
EET23340,Classic Kameez,Printed | Cambric,2690,In Stock,PINK,images\EET23340,https://pk.khaadi.com/classic-kameez-eet23340-1001772428.html
EET23350,Classic Kameez,Dyed Embroidered | Dobby,3490,In Stock,BLUE,images\EET23350,https://pk.khaadi.com/classic-kameez-eet23350-1001773807.html
ALA230802,Fabrics 3 Piece Suit,Printed | Top Bottoms Dupatta,4190,In Stock,PURPLE,images\ALA230802,https://pk.khaadi.com/fabrics-3-piece-suit-ala230802-1001777544.html
BLA230804,Fabrics 3 Piece Suit,Printed Embroidered | Top Bottoms Dupatta,4590,In Stock,YELLOW,images\BLA230804,https://pk.khaadi.com/fabrics-3-piece-suit-bla230804-1001777602.html
ALA230801,Fabrics 3 Piece Suit,Printed | Top Bottoms Dupatta,4190,In Stock,YELLOW,images\ALA230801,https://pk.khaadi.com/fabrics-3-piece-suit-ala230801-1001777542.html
LLA230801,Fabrics 2 Piece,Printed | Top Dupatta,3190,In Stock,GREEN,images\LLA230801,https://pk.khaadi.com/fabrics-2-piece-lla230801-1001777519.html
BLA230803,Fabrics 3 Piece Suit,Printed Embroidered | Top Bottoms Dupatta,5190,In Stock,MAROON,images\BLA230803,https://pk.khaadi.com/fabrics-3-piece-suit-bla230803-1001777600.html
ALA230828,Fabrics 3 Piece Suit,Printed | Top Bottoms Dupatta,4190,In Stock,BLACK,images\ALA230828,https://pk.khaadi.com/fabrics-3-piece-suit-ala230828-1001777593.html
ALA230827,Fabrics 3 Piece Suit,Printed | Top Bottoms Dupatta,4190,In Stock,GREEN,images\ALA230827,https://pk.khaadi.com/fabrics-3-piece-suit-ala230827-1001777591.html
LLA230802,Fabrics 2 Piece,Printed | Top Dupatta,3190,In Stock,OFF-WHITE,images\LLA230802,https://pk.khaadi.com/fabrics-2-piece-lla230802-1001777521.html
